PrName,Out.SubInd,Product.Simple,Country,AEZ16simple,Observations,Studies
Organic Fertilizer-Combo,Crop Yield,Wheat,Mexico,,16,1
Inorganic Fertilizer-Combo,Variable Cost,Arabica-Macadamia,Brazil,,188,1
Inorganic Fertilizer-Combo,Total Cost,Arabica-Macadamia,Brazil,,188,1
Inorganic Fertilizer-Combo,Gross Return,Arabica-Macadamia,Brazil,,48,1
Inorganic Fertilizer-Combo,Fixed Cost,Arabica-Macadamia,Brazil,,6,1
Inorganic Fertilizer-Combo,Total Cost,Sorghum,Brazil,,6,1
Inorganic Fertilizer-Combo,Gross Return,Sorghum,Brazil,,6,1
Inorganic Fertilizer-Combo,Net Return,Sorghum,Brazil,,6,1
Inorganic Fertilizer-Combo,Soil Carbon Stocks,Maize,Brazil,,5,1
Inorganic Fertilizer-Combo,Soil Carbon Stocks,Wheat,Brazil,,5,1
Inorganic Fertilizer-Combo,Biomass Yield,Black oats,Brazil,,81,1
Inorganic Fertilizer-Combo,Biomass Yield,Common Bean,Brazil,,2,1
Inorganic Fertilizer-Combo,Crop Yield,Common Bean,Brazil,,2,1
Inorganic Fertilizer-Combo,Crop Yield,Grape,Brazil,,8,1
Inorganic Fertilizer-Combo,Biomass Yield,Cowpea,Brazil,,5,1
Inorganic Fertilizer-Combo,Crop Yield,Cowpea,Brazil,,5,1
Inorganic Fertilizer-Combo,Biomass Yield,Cowpea-Maize,Brazil,,5,1
Inorganic Fertilizer-Combo,Crop Yield,Hibiscus,Mexico,,12,1
Inorganic Fertilizer-Combo,Net Return,Hibiscus-Maize,Mexico,,2,1
Inorganic Fertilizer-Combo,Net Return,Common Bean-Hibiscus,Mexico,,2,1
Inorganic Fertilizer-Combo,Net Return,Common Bean-Hibiscus-Maize,Mexico,,2,1
Inorganic Fertilizer-Combo,Soil Total Nitrogen,Durum Wheat,Mexico,,6,1
Inorganic Fertilizer-Combo,Soil Organic Carbon,Durum Wheat,Mexico,,6,1
Inorganic Fertilizer-Combo,Crop Yield,Durum Wheat,Mexico,,144,1
Harvest Method-Combo,Crop Yield,Maize,Brazil,,9,1
Harvest Method-Combo,Cation Exchange Capacity,Maize-Natural Fallow,Brazil,,12,1
Intercropping-Combo,Cation Exchange Capacity,Maize-Natural Fallow,Brazil,,12,1
Intercropping-Combo,Crop Yield,Coffee,Brazil,,1,1
Intercropping-Combo,Erosion,Maize,Brazil,,1,1
Intercropping-Combo,Crop Yield,Sorghum,Brazil,,6,1
Intercropping-Combo,Total Cost,Sorghum,Brazil,,6,1
Intercropping-Combo,Gross Return,Sorghum,Brazil,,6,1
Intercropping-Combo,Net Return,Sorghum,Brazil,,6,1
Intercropping-Combo,Biomass Yield,Sorghum,Brazil,,6,1
Intercropping-Combo,Cation Exchange Capacity,Horsegram-Maize,Mexico,,2,1
Intercropping-Combo,Cation Exchange Capacity,Maize,Mexico,,2,1
Intercropping-Combo,Crop Yield,Hibiscus,Mexico,,12,1
Intercropping-Combo,Crop Yield,Maize,Mexico,,2,1
Intercropping-Combo,Net Return,Hibiscus-Maize,Mexico,,5,1
Intercropping-Combo,Net Return,Common Bean-Hibiscus,Mexico,,5,1
Intercropping-Combo,Net Return,Common Bean-Hibiscus-Maize,Mexico,,5,1
Intercropping-Combo,Cation Exchange Capacity,Maize-Pumpkin,Mexico,,2,1
Intercropping-Combo,Cation Exchange Capacity,Common Bean-Maize,Mexico,,2,1
Mulch-Combo,Cation Exchange Capacity,Maize-Natural Fallow,Brazil,,12,1
Mulch-Combo,Crop Yield,Cabbage,Brazil,,1,1
Mulch-Combo,Crop Yield,Wheat,Brazil,,3,1
Mulch-Combo,Biomass Yield,Cowpea,Brazil,,1,1
Mulch-Combo,Crop Yield,Cowpea,Brazil,,1,1
Mulch-Combo,Crop Yield,Common Bean,Nicaragua,,5,1
Mulch-Combo,Gross Margin,Common Bean,Nicaragua,,5,1
Mulch-Combo,Crop Residue Yield,Maize,Mexico,,4,1
Mulch-Combo,Soil Moisture,Wheat,Mexico,,7,1
Mulch-Combo,Soil Total Nitrogen,Maize,Mexico,,21,1
Mulch-Combo,Soil Total Nitrogen,Wheat,Mexico,,21,1
Mulch-Combo,Soil Organic Carbon,Maize,Mexico,,21,1
Mulch-Combo,Soil Organic Carbon,Wheat,Mexico,,21,1
Mulch-Combo,Biodiversity,Maize,Mexico,,59,1
Mulch-Combo,Biodiversity,Wheat,Mexico,,68,1
Mulch-Combo,Biomass Yield,Maize,Mexico,,20,1
Mulch-Combo,Runoff,Maize,Mexico,,18,1
Mulch-Combo,Erosion,Maize,Mexico,,18,1
Mulch-Combo,Biomass Yield,Wheat,Mexico,,2,1
Mulch-Combo,Crop Yield,Barley,Mexico,,9,1
Mulch-Combo,Water Use Efficiency,Barley,Mexico,,9,1
Mulch-Combo,Water Use Efficiency,Maize,Mexico,,9,1
Mulch-Combo,Biomass Yield,Oats,Mexico,,48,1
Mulch-Combo,Gross Return,Maize-Oats,Mexico,,9,1
Mulch-Combo,Gross Margin,Maize-Oats,Mexico,,9,1
Mulch-Combo,Soil Organic Matter,Maize-Oats,Mexico,,6,1
Mulch-Combo,Variable Cost,Maize-Oats,Mexico,,9,1
Mulch-Combo,Crop Yield,Common Bean,Mexico,,1,1
Mulch-Combo,Biomass Yield,Common Bean,Mexico,,1,1
Mulch-Combo,Crop Yield,Durum Wheat,Mexico,,239,1
Mulch-Combo,Soil Total Nitrogen,Durum Wheat,Mexico,,22,1
Mulch-Combo,Soil Moisture,Durum Wheat,Mexico,,38,1
Mulch-Combo,Nitrous Oxide Emissions,Durum Wheat,Mexico,,19,1
Mulch-Combo,Soil Organic Carbon,Durum Wheat,Mexico,,10,1
Reduced Tillage-Combo,Crop Yield,Cotton,Brazil,,1,1
Reduced Tillage-Combo,Crop Yield,Cabbage,Brazil,,1,1
Reduced Tillage-Combo,Crop Yield,Common Bean,Brazil,,2,1
Reduced Tillage-Combo,Crop Residue Yield,Common Bean,Brazil,,2,1
Reduced Tillage-Combo,Crop Yield,Soybean,Brazil,,18,1
Reduced Tillage-Combo,Crop Yield,Wheat,Brazil,,3,1
Reduced Tillage-Combo,Crop Yield,Common Bean,Nicaragua,,8,1
Reduced Tillage-Combo,Gross Margin,Common Bean,Nicaragua,,8,1
Reduced Tillage-Combo,Cation Exchange Capacity,Horsegram-Maize,Mexico,,2,1
Reduced Tillage-Combo,Cation Exchange Capacity,Maize,Mexico,,2,1
Reduced Tillage-Combo,Cation Exchange Capacity,Maize-Pumpkin,Mexico,,2,1
Reduced Tillage-Combo,Cation Exchange Capacity,Common Bean-Maize,Mexico,,2,1
Reduced Tillage-Combo,Crop Residue Yield,Maize,Mexico,,4,1
Reduced Tillage-Combo,Soil Moisture,Wheat,Mexico,,7,1
Reduced Tillage-Combo,Soil Total Nitrogen,Maize,Mexico,,21,1
Reduced Tillage-Combo,Soil Total Nitrogen,Wheat,Mexico,,21,1
Reduced Tillage-Combo,Soil Organic Carbon,Maize,Mexico,,21,1
Reduced Tillage-Combo,Soil Organic Carbon,Wheat,Mexico,,21,1
Reduced Tillage-Combo,Biodiversity,Wheat,Mexico,,73,1
Reduced Tillage-Combo,Biodiversity,Maize,Mexico,,63,1
Reduced Tillage-Combo,Biomass Yield,Wheat,Mexico,,2,1
Reduced Tillage-Combo,Crop Yield,Barley,Mexico,,9,1
Reduced Tillage-Combo,Water Use Efficiency,Barley,Mexico,,9,1
Reduced Tillage-Combo,Water Use Efficiency,Maize,Mexico,,9,1
Reduced Tillage-Combo,Biomass Yield,Oats,Mexico,,48,1
Reduced Tillage-Combo,Gross Return,Maize-Oats,Mexico,,9,1
Reduced Tillage-Combo,Gross Margin,Maize-Oats,Mexico,,9,1
Reduced Tillage-Combo,Soil Organic Matter,Maize-Oats,Mexico,,6,1
Reduced Tillage-Combo,Variable Cost,Maize-Oats,Mexico,,9,1
Reduced Tillage-Combo,Crop Yield,Common Bean,Mexico,,1,1
Reduced Tillage-Combo,Biomass Yield,Common Bean,Mexico,,1,1
Reduced Tillage-Combo,Crop Yield,Durum Wheat,Mexico,,169,1
Reduced Tillage-Combo,Soil Total Nitrogen,Durum Wheat,Mexico,,18,1
Reduced Tillage-Combo,Soil Moisture,Durum Wheat,Mexico,,38,1
Reduced Tillage-Combo,Nitrous Oxide Emissions,Durum Wheat,Mexico,,19,1
Reduced Tillage-Combo,Soil Organic Carbon,Durum Wheat,Mexico,,6,1
Crop Rotation-Combo,Crop Yield,Cotton,Brazil,,1,1
Crop Rotation-Combo,Crop Yield,Soybean,Brazil,,2,1
Crop Rotation-Combo,Crop Yield,Common Bean,Nicaragua,,7,1
Crop Rotation-Combo,Gross Margin,Common Bean,Nicaragua,,7,1
Crop Rotation-Combo,Crop Residue Yield,Maize,Mexico,,4,1
Crop Rotation-Combo,Soil Moisture,Maize,Mexico,,19,1
Crop Rotation-Combo,Soil Moisture,Wheat,Mexico,,5,1
Crop Rotation-Combo,Soil Total Nitrogen,Maize,Mexico,,15,1
Crop Rotation-Combo,Soil Total Nitrogen,Wheat,Mexico,,15,1
Crop Rotation-Combo,Soil Organic Carbon,Maize,Mexico,,15,1
Crop Rotation-Combo,Soil Organic Carbon,Wheat,Mexico,,15,1
Crop Rotation-Combo,Biodiversity,Maize,Mexico,,20,1
Crop Rotation-Combo,Biodiversity,Wheat,Mexico,,34,1
Supplemental Irrigation-Combo,Crop Yield,Coffee,Brazil,,1,1
Supplemental Irrigation-Combo,Crop Yield,Macadamia,Brazil,,5,1
Supplemental Irrigation-Combo,Gross Return,Macadamia,Brazil,,5,1
Crop Residue Incorporation-Combo,Crop Yield,Cabbage,Brazil,,1,1
Crop Residue Incorporation-Combo,Crop Yield,Common Bean,Brazil,,2,1
Crop Residue Incorporation-Combo,Crop Residue Yield,Common Bean,Brazil,,2,1
Crop Residue Incorporation-Combo,Crop Yield,Soybean,Brazil,,18,1
Crop Residue Incorporation-Combo,Crop Residue Yield,Maize,Mexico,,2,1
Crop Residue Incorporation-Combo,Soil Moisture,Maize,Mexico,,1,1
Crop Residue Incorporation-Combo,Soil Moisture,Wheat,Mexico,,1,1
Crop Residue Incorporation-Combo,Soil Total Nitrogen,Maize,Mexico,,3,1
Crop Residue Incorporation-Combo,Soil Total Nitrogen,Wheat,Mexico,,3,1
Crop Residue Incorporation-Combo,Soil Organic Carbon,Maize,Mexico,,3,1
Crop Residue Incorporation-Combo,Soil Organic Carbon,Wheat,Mexico,,3,1
Crop Residue Incorporation-Combo,Crop Yield,Wheat,Mexico,,5,1
Crop Residue Incorporation-Combo,Biodiversity,Wheat,Mexico,,13,1
Crop Residue Incorporation-Combo,Biodiversity,Maize,Mexico,,8,1
Multistrata Agroforestry-Combo,Crop Yield,Macadamia,Brazil,,5,1
Multistrata Agroforestry-Combo,Gross Return,Macadamia,Brazil,,5,1
Multistrata Agroforestry-Combo,Variable Cost,Arabica-Macadamia,Brazil,,188,1
Multistrata Agroforestry-Combo,Total Cost,Arabica-Macadamia,Brazil,,188,1
Multistrata Agroforestry-Combo,Gross Return,Arabica-Macadamia,Brazil,,48,1
Multistrata Agroforestry-Combo,Fixed Cost,Arabica-Macadamia,Brazil,,6,1
Multistrata Agroforestry-Combo,Soil Carbon Stocks,Coffee-Rubber,Brazil,,4,1
Multistrata Agroforestry-Combo,Soil Organic Carbon,Coffee-Rubber,Brazil,,4,1
Multistrata Agroforestry-Combo,Crop Yield,Coffee,Costa Rica,,1,1
Multistrata Agroforestry-Combo,Soil Organic Carbon,Coffee,Costa Rica,,2,1
Multistrata Agroforestry-Combo,Soil Total Nitrogen,Coffee,Costa Rica,,2,1
Agroforestry Pruning-Combo,Crop Yield,Maize,Brazil,,6,1
Agroforestry Pruning-Combo,Biomass Yield,Sorghum,Brazil,,48,1
Agroforestry Pruning-Combo,Crop Yield,Sorghum,Brazil,,24,1
Agroforestry Pruning-Combo,Biomass Yield,Sunflower,Brazil,,6,1
Agroforestry Pruning-Combo,Crop Yield,Sunflower,Brazil,,6,1
Agroforestry Pruning-Combo,Biomass Yield,Cotton,Brazil,,6,1
Agroforestry Pruning-Combo,Crop Yield,Cotton,Brazil,,12,1
Agroforestry Pruning-Combo,Crop Yield,Coffee,Costa Rica,,1,1
Agroforestry Pruning-Combo,Soil Organic Carbon,Coffee,Costa Rica,,2,1
Agroforestry Pruning-Combo,Soil Total Nitrogen,Coffee,Costa Rica,,2,1
Agroforestry Pruning-Combo,Crop Yield,Durum Wheat,Mexico,,2,1
pH Control-Combo,Crop Yield,Wheat,Brazil,,32,1
pH Control-Combo,Variable Cost,Arabica-Macadamia,Brazil,,47,1
pH Control-Combo,Total Cost,Arabica-Macadamia,Brazil,,47,1
pH Control-Combo,Gross Return,Arabica-Macadamia,Brazil,,48,1
pH Control-Combo,Cation Exchange Capacity,Soybean,Brazil,,8,1
pH Control-Combo,Biomass Yield,Black oats,Brazil,,81,1
pH Control-Combo,Crop Yield,Common Bean,Brazil,,4,1
pH Control-Combo,Biomass Yield,Cowpea,Brazil,,5,1
pH Control-Combo,Biomass Yield,Maize,Brazil,,5,1
pH Control-Combo,Crop Yield,Cowpea,Brazil,,5,1
pH Control-Combo,Biomass Yield,Cowpea-Maize,Brazil,,5,1
Other Agroforestry-Combo,Cation Exchange Capacity,Coffee-Natural Fallow,Costa Rica,,7,1
Other Agroforestry-Combo,Nitrous Oxide Emissions,Coffee-Natural Fallow,Costa Rica,,81,1
Other Agroforestry-Combo,Soil Carbon Stocks,Coffee-Natural Fallow,Costa Rica,,7,1
Improved Varieties-Combo,Erosion,Maize,Brazil,,1,1
Improved Varieties-Combo,Soil Carbon Stocks,Coffee-Rubber,Brazil,,4,1
Improved Varieties-Combo,Soil Organic Carbon,Coffee-Rubber,Brazil,,4,1
Improved Varieties-Combo,Net Return,Hibiscus-Maize,Mexico,,5,1
Improved Varieties-Combo,Net Return,Common Bean-Hibiscus,Mexico,,5,1
Improved Varieties-Combo,Net Return,Common Bean-Hibiscus-Maize,Mexico,,5,1
Biochar-Combo,Biomass Yield,Maize,Brazil,,4,1
Biochar-Combo,Soil Moisture,Common Bean,Brazil,,9,1
Biochar-Combo,Soil Organic Carbon,Common Bean,Brazil,,3,1
Biochar-Combo,Crop Yield,Common Bean,Brazil,,3,1
Biochar-Combo,Water Use Efficiency,Common Bean,Brazil,,3,1
Biochar-Combo,Gross Return,Common Bean,Brazil,,3,1
Biochar-Combo,Cation Exchange Capacity,Common Bean,Brazil,,3,1
Biochar-Combo,Total Cost (Unconfirmed),Common Bean,Brazil,,3,1
Biochar-Combo,Net Return,Common Bean,Brazil,,3,1
Biochar-Combo,Crop Yield,Maize,Mexico,,5,1
Alleycropping-Combo,Crop Yield,Common Bean,Brazil,,4,1
Alleycropping-Combo,Biomass Yield,Sorghum,Brazil,,48,1
Alleycropping-Combo,Crop Yield,Sorghum,Brazil,,24,1
Parklands-Combo,Cation Exchange Capacity,Coffee-Natural Fallow,Costa Rica,,7,1
Parklands-Combo,Nitrous Oxide Emissions,Coffee-Natural Fallow,Costa Rica,,81,1
Parklands-Combo,Soil Carbon Stocks,Coffee-Natural Fallow,Costa Rica,,7,1
Crop Residue-Combo,Crop Yield,Cabbage,Brazil,,1,1
Crop Residue-Combo,Crop Yield,Common Bean,Brazil,,2,1
Crop Residue-Combo,Crop Residue Yield,Common Bean,Brazil,,2,1
Crop Residue-Combo,Crop Yield,Soybean,Brazil,,18,1
Crop Residue-Combo,Cation Exchange Capacity,Horsegram-Maize,Mexico,,2,1
Crop Residue-Combo,Cation Exchange Capacity,Maize-Pumpkin,Mexico,,2,1
Crop Residue-Combo,Crop Residue Yield,Maize,Mexico,,2,1
Crop Residue-Combo,Soil Moisture,Maize,Mexico,,1,1
Crop Residue-Combo,Soil Moisture,Wheat,Mexico,,1,1
Crop Residue-Combo,Soil Total Nitrogen,Maize,Mexico,,3,1
Crop Residue-Combo,Soil Total Nitrogen,Wheat,Mexico,,3,1
Crop Residue-Combo,Soil Organic Carbon,Maize,Mexico,,3,1
Crop Residue-Combo,Soil Organic Carbon,Wheat,Mexico,,3,1
Crop Residue-Combo,Crop Yield,Wheat,Mexico,,5,1
Crop Residue-Combo,Biodiversity,Wheat,Mexico,,13,1
Crop Residue-Combo,Biodiversity,Maize,Mexico,,8,1
Crop Residue-Combo,Biomass Yield,Maize,Mexico,,20,1
Crop Residue-Combo,Runoff,Maize,Mexico,,18,1
Crop Residue-Combo,Erosion,Maize,Mexico,,18,1
Crop Residue-Combo,Crop Yield,Barley,Mexico,,9,1
Crop Residue-Combo,Water Use Efficiency,Barley,Mexico,,9,1
Crop Residue-Combo,Water Use Efficiency,Maize,Mexico,,9,1
Green Manure-Combo,Crop Yield,Wheat,Mexico,,8,1
