Index,Code,Author,Date,Journal,DOI,Elevation,Country,ISO.3166.1.alpha.3,Site.Type,Site.ID,MAT,MAP,TAP,MSP,TSP,Soil.Type,Soil.Classification,Soil.Texture,SOC,SOC.Unit,SOC.Depth,Soil.pH,Soil.pH.Method,Plant.Start,Plant.End,Harvest.Start,Harvest.End,Rep,Plot.Size,CID,C.Descrip,C.NI,C.NO,TID,T.Descrip,T.NI,T.NO,Diversity,Variety,Tree,Duration,M.Year,M.Year.Start,M.Year.End,Season.Start,Season.End,EU,Outcode,Units,MeanC,MeanT,Upper,Lower,DataLoc,MeanFlip,T.Feed.Source,C.Feed.Source,Species,Partial.Outcome.Name,Partial.Outcome.Code,MeanT.Error,Mean.Error.Type,MeanC.Error,Analysis.Function,Version,Mulch.Code,Rep.Animals,Tree.Feed,Irrigation.C,Irrigation.T,Irrig.Meth.C,B.Code,USD2010.C,USD2010.T,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,ID,obs_count,out_count,Lat,Lon,yi,pc,plist,base.list,EUlist,Out.Pillar,Out.SubPillar,Out.Ind,Out.SubInd,SubPrName,PrName,Theme,SubPrName.Base,PrName.Base,Theme.Base,Product,Product.Type,Product.Subtype,Product.Simple,Latitude,Longitude,Buffer,Site.Key,AEZ16simple,AEZ16,AEZ5,Mean.Annual.Precip,Mean.Annual.Temp,CLY,SND,SLT
29436,LM0252,Opala PA,2007,EXP AGR,10.1017/s0014479707005315,1400,Kenya,KEN,Farm,Siaya,,1800,,,,orthic ferralol,FAO,"",15.9,g/kg,,5.4,"",,,,,4,15,"","",,,T11,urea + TSP,60,,"",HB512,"",1,1998.2.1999.1,1998,1999,2,1,c7,152,USD/ha,,105,,,Tab 6,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",LM0252,,204.52,"","","","","","","","","","","","","",b16,b21,b23,b69,h2,"","","","","","","","",1419,55,3,,,,,b16-b21-b23-b69,"",c7,Productivity,Economics,Costs,Variable Cost,Inputs K-Inputs P-Inputs Urea-Seed Improv,Improved Varieties-Inorganic Fertilizer,Genetic improvement-Nutrient Management,"","","",Maize,Plant,Cereals,Maize,0.11667,34.4,917,00.1167 34.4000 B917,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.6,37.2,22.7
29437,LM0252,Opala PA,2007,EXP AGR,10.1017/s0014479707005315,1400,Kenya,KEN,Farm,Siaya,,1800,,,,orthic ferralol,FAO,"",15.9,g/kg,,5.4,"",,,,,4,15,"","",,,T12,Urea + TSP,60,,"",HB512,"",1,1998.2.1999.1,1998,1999,2,1,c7,152,USD/ha,,111,,,Tab 6,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",LM0252,,216.2,"","","","","","","","","","","","","",b16,b21,b23,b69,h2,"","","","","","","","",1419,55,3,,,,,b16-b21-b23-b69,"",c7,Productivity,Economics,Costs,Variable Cost,Inputs K-Inputs P-Inputs Urea-Seed Improv,Improved Varieties-Inorganic Fertilizer,Genetic improvement-Nutrient Management,"","","",Maize,Plant,Cereals,Maize,0.11667,34.4,917,00.1167 34.4000 B917,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.6,37.2,22.7
29445,LM0252,Opala PA,2007,EXP AGR,10.1017/s0014479707005315,1400,Kenya,KEN,Farm,Siaya,,1800,,,,orthic ferralol,FAO,"",15.9,g/kg,,5.4,"",1998-10-01,1998-10-01,,,4,15,"","",,,T4,urea + TSP,60,,"",HB512,"",0.5,1998.2,1998,1998,2,2,c7,124.1,USD/ha,,71,,,Tab 6,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",LM0252,,138.29,"","","","","","","","","","","","","",b16,b21,b23,b69,h2,"","","","","","","","",1419,55,3,,,,,b16-b21-b23-b69,"",c7,Productivity,Economics,Income,Gross Margin,Inputs K-Inputs P-Inputs Urea-Seed Improv,Improved Varieties-Inorganic Fertilizer,Genetic improvement-Nutrient Management,"","","",Maize,Plant,Cereals,Maize,0.11667,34.4,917,00.1167 34.4000 B917,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.6,37.2,22.7
29446,LM0252,Opala PA,2007,EXP AGR,10.1017/s0014479707005315,1400,Kenya,KEN,Farm,Siaya,,1800,,,,orthic ferralol,FAO,"",15.9,g/kg,,5.4,"",1998-10-01,1998-10-01,,,4,15,"","",,,T5,urea + TSP,60,,"",HB512,"",0.5,1998.2,1998,1998,2,2,c7,124.1,USD/ha,,-14,,,Tab 6,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",LM0252,,-27.27,"","","","","","","","","","","","","",b16,b21,b23,b69,h2,"","","","","","","","",1419,55,3,,,,,b16-b21-b23-b69,"",c7,Productivity,Economics,Income,Gross Margin,Inputs K-Inputs P-Inputs Urea-Seed Improv,Improved Varieties-Inorganic Fertilizer,Genetic improvement-Nutrient Management,"","","",Maize,Plant,Cereals,Maize,0.11667,34.4,917,00.1167 34.4000 B917,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.6,37.2,22.7
29447,LM0252,Opala PA,2007,EXP AGR,10.1017/s0014479707005315,1400,Kenya,KEN,Farm,Siaya,,1800,,,,orthic ferralol,FAO,"",15.9,g/kg,,5.4,"",1998-10-01,1998-10-01,,,4,15,"","",,,T6,urea + TSP,60,,"",HB512,"",0.5,1998.2,1998,1998,2,2,c7,124.1,USD/ha,,-106,,,Tab 6,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",LM0252,,-206.46,"","","","","","","","","","","","","",b16,b21,b23,b69,h2,"","","","","","","","",1419,55,3,,,,,b16-b21-b23-b69,"",c7,Productivity,Economics,Income,Gross Margin,Inputs K-Inputs P-Inputs Urea-Seed Improv,Improved Varieties-Inorganic Fertilizer,Genetic improvement-Nutrient Management,"","","",Maize,Plant,Cereals,Maize,0.11667,34.4,917,00.1167 34.4000 B917,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.6,37.2,22.7
29448,LM0252,Opala PA,2007,EXP AGR,10.1017/s0014479707005315,1400,Kenya,KEN,Farm,Siaya,,1800,,,,orthic ferralol,FAO,"",15.9,g/kg,,5.4,"",1998-10-01,1998-10-01,,,4,15,"","",,,T7,urea + TSP,60,,"",HB512,"",0.5,1998.2,1998,1998,2,2,c7,124.1,USD/ha,,-138,,,Tab 6,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",LM0252,,-268.79,"","","","","","","","","","","","","",b16,b21,b23,b69,h2,"","","","","","","","",1419,55,3,,,,,b16-b21-b23-b69,"",c7,Productivity,Economics,Income,Gross Margin,Inputs K-Inputs P-Inputs Urea-Seed Improv,Improved Varieties-Inorganic Fertilizer,Genetic improvement-Nutrient Management,"","","",Maize,Plant,Cereals,Maize,0.11667,34.4,917,00.1167 34.4000 B917,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.6,37.2,22.7
29449,LM0252,Opala PA,2007,EXP AGR,10.1017/s0014479707005315,1400,Kenya,KEN,Farm,Siaya,,1800,,,,orthic ferralol,FAO,"",15.9,g/kg,,5.4,"",1998-10-01,1998-10-01,,,4,15,"","",,,T8,FYM,,60,"",HB512,"",0.5,1998.2,1998,1998,2,2,c7,124.1,USD/ha,,31,,,Tab 6,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",LM0252,,60.38,"","","","","","","","","","","","","",b16,b30,b69,h2,"","","","","","","","","",1419,55,3,,,,,b16-b30-b69,"",c7,Productivity,Economics,Income,Gross Margin,Inputs K-Inputs Manure-Seed Improv,Improved Varieties-Inorganic Fertilizer-Organic Fertilizer,Genetic improvement-Nutrient Management,"","","",Maize,Plant,Cereals,Maize,0.11667,34.4,917,00.1167 34.4000 B917,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.6,37.2,22.7
29450,LM0252,Opala PA,2007,EXP AGR,10.1017/s0014479707005315,1400,Kenya,KEN,Farm,Siaya,,1800,,,,orthic ferralol,FAO,"",15.9,g/kg,,5.4,"",1998-10-01,1998-10-01,,,4,15,"","",,,T9,FYM + TSP,,60,"",HB512,"",0.5,1998.2,1998,1998,2,2,c7,124.1,USD/ha,,51,,,Tab 6,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",LM0252,,99.34,"","","","","","","","","","","","","",b16,b21,b30,b69,h2,"","","","","","","","",1419,55,3,,,,,b16-b21-b30-b69,"",c7,Productivity,Economics,Income,Gross Margin,Inputs K-Inputs Manure-Inputs P-Seed Improv,Improved Varieties-Inorganic Fertilizer-Organic Fertilizer,Genetic improvement-Nutrient Management,"","","",Maize,Plant,Cereals,Maize,0.11667,34.4,917,00.1167 34.4000 B917,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.6,37.2,22.7
29451,LM0252,Opala PA,2007,EXP AGR,10.1017/s0014479707005315,1400,Kenya,KEN,Farm,Siaya,,1800,,,,orthic ferralol,FAO,"",15.9,g/kg,,5.4,"",1998-10-01,1998-10-01,,,4,15,"","",,,T10,FYM + TSP,,60,"",HB512,"",0.5,1998.2,1998,1998,2,2,c7,124.1,USD/ha,,22,,,Tab 6,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",LM0252,,42.85,"","","","","","","","","","","","","",b16,b21,b30,b69,h2,"","","","","","","","",1419,55,3,,,,,b16-b21-b30-b69,"",c7,Productivity,Economics,Income,Gross Margin,Inputs K-Inputs Manure-Inputs P-Seed Improv,Improved Varieties-Inorganic Fertilizer-Organic Fertilizer,Genetic improvement-Nutrient Management,"","","",Maize,Plant,Cereals,Maize,0.11667,34.4,917,00.1167 34.4000 B917,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.6,37.2,22.7
29452,LM0252,Opala PA,2007,EXP AGR,10.1017/s0014479707005315,1400,Kenya,KEN,Farm,Siaya,,1800,,,,orthic ferralol,FAO,"",15.9,g/kg,,5.4,"",1998-10-01,1998-10-01,,,4,15,"","",,,T11,urea + TSP,60,,"",HB512,"",0.5,1998.2,1998,1998,2,2,c7,124.1,USD/ha,,-45,,,Tab 6,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",LM0252,,-87.65,"","","","","","","","","","","","","",b16,b21,b23,b69,h2,"","","","","","","","",1419,55,3,,,,,b16-b21-b23-b69,"",c7,Productivity,Economics,Income,Gross Margin,Inputs K-Inputs P-Inputs Urea-Seed Improv,Improved Varieties-Inorganic Fertilizer,Genetic improvement-Nutrient Management,"","","",Maize,Plant,Cereals,Maize,0.11667,34.4,917,00.1167 34.4000 B917,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.6,37.2,22.7
29453,LM0252,Opala PA,2007,EXP AGR,10.1017/s0014479707005315,1400,Kenya,KEN,Farm,Siaya,,1800,,,,orthic ferralol,FAO,"",15.9,g/kg,,5.4,"",1998-10-01,1998-10-01,,,4,15,"","",,,T12,Urea + TSP,60,,"",HB512,"",0.5,1998.2,1998,1998,2,2,c7,124.1,USD/ha,,-57,,,Tab 6,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",LM0252,,-111.02,"","","","","","","","","","","","","",b16,b21,b23,b69,h2,"","","","","","","","",1419,55,3,,,,,b16-b21-b23-b69,"",c7,Productivity,Economics,Income,Gross Margin,Inputs K-Inputs P-Inputs Urea-Seed Improv,Improved Varieties-Inorganic Fertilizer,Genetic improvement-Nutrient Management,"","","",Maize,Plant,Cereals,Maize,0.11667,34.4,917,00.1167 34.4000 B917,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.6,37.2,22.7
29461,LM0252,Opala PA,2007,EXP AGR,10.1017/s0014479707005315,1400,Kenya,KEN,Farm,Siaya,,1800,,,,orthic ferralol,FAO,"",15.9,g/kg,,5.4,"",1999-04-01,1999-04-01,,,4,15,"","",,,T4,urea + TSP,60,,"",HB512,"",1,1999.1,1999,1999,1,1,c7,124.1,USD/ha,,293,,,Tab 6,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",LM0252,,643.55,"","","","","","","","","","","","","",b16,b21,b23,b69,h2,"","","","","","","","",1419,55,3,,,,,b16-b21-b23-b69,"",c7,Productivity,Economics,Income,Gross Margin,Inputs K-Inputs P-Inputs Urea-Seed Improv,Improved Varieties-Inorganic Fertilizer,Genetic improvement-Nutrient Management,"","","",Maize,Plant,Cereals,Maize,0.11667,34.4,917,00.1167 34.4000 B917,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.6,37.2,22.7
29462,LM0252,Opala PA,2007,EXP AGR,10.1017/s0014479707005315,1400,Kenya,KEN,Farm,Siaya,,1800,,,,orthic ferralol,FAO,"",15.9,g/kg,,5.4,"",1999-04-01,1999-04-01,,,4,15,"","",,,T5,urea + TSP,60,,"",HB512,"",1,1999.1,1999,1999,1,1,c7,124.1,USD/ha,,44,,,Tab 6,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",LM0252,,96.64,"","","","","","","","","","","","","",b16,b21,b23,b69,h2,"","","","","","","","",1419,55,3,,,,,b16-b21-b23-b69,"",c7,Productivity,Economics,Income,Gross Margin,Inputs K-Inputs P-Inputs Urea-Seed Improv,Improved Varieties-Inorganic Fertilizer,Genetic improvement-Nutrient Management,"","","",Maize,Plant,Cereals,Maize,0.11667,34.4,917,00.1167 34.4000 B917,Cool.Humid,Tropic - cool/humid,Tropical Highlands,1490.03870967742,22,43.6,37.2,22.7
29463,LM0252,Opala PA,2007,EXP AGR,10.1017/s0014479707005315,1400,Kenya,KEN,Farm,Siaya,,1800,,,,orthic ferralol,FAO,"",15.9,g/kg,,5.4,"",1999-04-01,1999-04-01,,,4,15,"","",,,T6,urea + TSP,60,,"",HB512,"",1,1999.1,1999,1999,1,1,c7,124.1,USD/ha,,-127,,,Tab 6,N,"","","","","",,"",,Manual,2018,"","","",FALSE,FALSE,"",LM0252,,-278.95,"","","","","","","","","","","","","",b16,b21,b23,b69,h2,"","","","","","","","",141
