Table,Table_Description,Field,Calculated,Display_Name,Data_Type,Field_Description,Notes,Values,Validation,Required,Ref_Source,Ref_Name,Ref_Link,Ref_Match,Ref_Notes,Translation source,Spanish Translation,Ref2_DataScribe,Ref2_Source,Ref2_Name,Ref2_Link,Ref2_Match,Ref2_Notes,Other_Links,...26,...27
Res.Composition,,M.K.Unit,No,Potassium (K) Unit,Character,,,lookup_levels$Soil.N.Unit,NA,The unit needs to be filled if a corresponding value is entered for this parameter.,AGROVOC,,,No,,Camila,Potasio (unidad),Yes,IAO,measurement unit label,http://purl.obolibrary.org/obo/IAO_0000003,(Yes),A measurement unit label is as a label that is part of a scalar measurement datum and denotes a unit of measure.,,,
Res.Composition,,M.pH.Method,No,pH Method,Character,,,lookup_levels$Soil.pH.Method,NA,The unit needs to be filled if a corresponding value is entered for this parameter.,AGROVOC,,,No,,Camila,Metodo de medicion de pH,NA,NA,NA,NA,NA,NA,NA,,
Res.Composition,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Har.Out,Harvest practices,H.Level.Name,No,Practice Name,Character,"Choose a easy to recognize name for the practice, you will use this name to reference it when building treatments later in the extraction process. Avoid using special characters.",,Free Text,None,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Har.Out,,H.Prac,No,ERA Harvest Practice,Character,Choose a corresponding ERA practice,,"Practices[Practice==""Harvest Method"",Subpractice] or Free Text",NA,Yes,AGROVOC,harvesting,http://aims.fao.org/aos/agrovoc/c_3500,Yes,"economic activities > agriculture > agricultural practices > agronomic practices > harvesting
activities > production > crop production > cultivation > harvesting",Camila,Cosecha,Yes,AGRO,plant harvesting process (harvest),http://purl.obolibrary.org/obo/AGRO_00000025,Yes,A planned process in which the useful part or parts of the plant are gathered.,NA,,
Har.Out,,H.Code,Yes,NA,Character,,,"Practices[Practice==Har.Out$H.Prac,Code]",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Har.Out,,H.Notes,No,Notes,Character,,,Free Text,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Har.Out,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
pH.Out,pH amendments,pH.Level.Name,No,Practice Name,Character,"Choose a easy to recognize name for the practice, you will use this name to reference it when building treatments later in the extraction process. Avoid using special characters.",,Free Text,None,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
pH.Out,,pH.Prac,No,ERA pH  Practice,Character,,,"Practices[Practice==""Water Harvesting"",Subpractice] or Free Text",NA,Yes,AGROVOC,liming,http://aims.fao.org/aos/agrovoc/c_25206,Partial,> management > resource management > natural resources management > soil management > liming,,,Yes,AGRO,liming process (liming),http://purl.obolibrary.org/obo/AGRO_00000112,Partial,A planned process in which a liming material is applied to soil to reduce acidity.,,,
pH.Out,pH.Codes,pH.Codes,Yes,NA,Character,,,"Practices[Practice==pH.Out$pH.Prac,Code]",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
pH.Out,,pH.Notes,No,Notes,Character,,,Free Text,None,No,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
pH.Out,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
pH.Method,,pH.Level.Name,No,Practice Name,Character,"Choose a easy to recognize name for the practice, you will use this name to reference it when building treatments later in the extraction process. Avoid using special characters.",,pH.Out$pH.Level.Name,None,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
pH.Method,,pH.Material,No,Material Applied,Character,,,lookup_levels$pH.Material or Free Text,None,Yes,AGROVOC,liming materials,http://aims.fao.org/aos/agrovoc/c_200,Yes,substances > soil amendments > liming materials,,,Yes,AGRO,liming material,http://purl.obolibrary.org/obo/AGRO_00000197,Yes,An environmental material containing calcium and/or magnesium compounds and applied to soil in order to neutralize soil acidity.,,,
pH.Method,,pH.ECCE,No,Effective Calcium Carbonate Equivalent (ECCE),Numeric,,,NA,Depends on Unit,No,AGROVOC,calcium carbonate,http://aims.fao.org/aos/agrovoc/c_1197,Partial,"... > chemical compounds > salts > inorganic acid salts > carbonates > calcium carbonate
... > chemical compounds > inorganic compounds > inorganic acid salts > carbonates > calcium carbonate",,,Yes,CHEBI,calcium carbonate,http://purl.obolibrary.org/obo/CHEBI_3311,Partial,A calcium salt with formula CCaO3.,,,
pH.Method,,pH.CCE,No,Calcium Carbonate Equivalent (CCE),Numeric,,,NA,Depends on Unit,No,AGROVOC,calcium carbonate,http://aims.fao.org/aos/agrovoc/c_1197,Partial,"... > chemical compounds > salts > inorganic acid salts > carbonates > calcium carbonate
... > chemical compounds > inorganic compounds > inorganic acid salts > carbonates > calcium carbonate",,,Yes,CHEBI,calcium carbonate,http://purl.obolibrary.org/obo/CHEBI_3311,Partial,A calcium salt with formula CCaO3.,,,
pH.Method,,pH.CaCO3,No,% Calcium Carbonate (CaCO3),Numeric,,,NA,Range 0-100,No,AGROVOC,calcium carbonate,http://aims.fao.org/aos/agrovoc/c_1197,Partial,"... > chemical compounds > salts > inorganic acid salts > carbonates > calcium carbonate
... > chemical compounds > inorganic compounds > inorganic acid salts > carbonates > calcium carbonate",,,Yes,CHEBI,calcium carbonate,http://purl.obolibrary.org/obo/CHEBI_3311,Partial,A calcium salt with formula CCaO3.,,,
pH.Method,,pH.MgCO3,No,% Magnesium Carbonate (MgCO3),Numeric,,,NA,Range 0-100,No,AGROVOC,,,No,,,,Yes,CHEBI,magnesium carbonate,http://purl.obolibrary.org/obo/CHEBI_31793,Partial,"A magnesium salt with formula CMgO3. Its hydrated forms, particularly the di-, tri-, and tetrahydrates occur as minerals.",,,
pH.Method,,pH.Amount,No,Amount Applied,Numeric,,,NA,Depends on Unit,No,AGROVOC,,,No,,,,No,None,,,No,,,,
pH.Method,,pH.Unit,No,Unit of Application,Character,,,"lookup_levels$F.Unit""]",NA,Required if pH.Method$pH.Amount has a value,AGROVOC,,,No,,,,Yes,IAO,measurement unit label,http://purl.obolibrary.org/obo/IAO_0000003,(Yes),A measurement unit label is as a label that is part of a scalar measurement datum and denotes a unit of measure.,,,
pH.Method,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Irrig.Out,,I.Name,No,Practice Name,Character,"Choose a easy to recognize name for the practice, you will use this name to reference it when building treatments later in the extraction process. Avoid using special characters.",,Free Text,None,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Irrig.Out,,I.Amount,No,Amount of Water Applied,Numeric,,,NA,Depends on Unit,No,AGROVOC,irrigation rates,http://aims.fao.org/aos/agrovoc/c_25319,Partial,measure > irrigation rates,,,Yes,AGRO,irrigation water quantity (irrigation depth),http://purl.obolibrary.org/obo/AGRO_00000010,Yes,Quantity of water applied per irrigation operation.,,,
Irrig.Out,,I.Date.Start,No,Date Start,Date,,,NA,,No,,,,,,,,,,,,,,,,
Irrig.Out,,I.Date.Start,No,Date End,Date,,,NA,,No,,,,,,,,,,,,,,,,
Irrig.Out,,I.Unit,No,Unit of Water Application,Character,,,"lookup_levels$I.Unit""]",NA,Required if Irrig.Out$I.Amount has a value,AGROVOC,,,No,,,,Yes,IAO,measurement unit label,http://purl.obolibrary.org/obo/IAO_0000003,(Yes),A measurement unit label is as a label that is part of a scalar measurement datum and denotes a unit of measure.,,,
Irrig.Out,,I.Water.Type,No,Type of Water Applied,Character,,,"lookup_levels$I.Water.Type""] or Free Text",NA,No,AGROVOC,irrigation water,http://aims.fao.org/aos/agrovoc/c_3958,Partial,substances > water > irrigation water,,,Yes,AGRO,irrigation source,http://purl.obolibrary.org/obo/AGRO_00000009,Partial,A water body from which water is taken during an irrigation process and transported to the target of the irrigation process.,,,
Irrig.Out,FIELD NOT REQUIRED,I.New.Unit,No,FIELD NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,
Irrig.Out,FIELD NOT REQUIRED,I.New.Type,No,FIELD NOT REQUIRED,,,,,,,,,,,,,,,,,,,,,,
Irrig.Out,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
WH.Out,,WH.Level.Name,No,Practice Name,Character,"Choose a easy to recognize name for the practice, you will use this name to reference it when building treatments later in the extraction process. Avoid using special characters.",,Free Text,None,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
WH.Out,,P1,No,ERA practice 1,Character,"Practices[Practice %in% c(""Water Harvesting""),Subpractice]",,NA,Yes,At least one entry in P1:P4 is required if there is a value entered for the practice name,AGROVOC,water harvesting,http://aims.fao.org/aos/agrovoc/c_25305,Yes,activities > management > water management > water supply > water harvesting,Camila,Recoleccion de agua,Yes,AGRO,water harvesting (rainwater harvesting),http://purl.obolibrary.org/obo/AGRO_00000589,Yes,,,,
WH.Out,,P2,No,ERA practice 2,Character,"Practices[Practice %in% c(""Water Harvesting""),Subpractice]",,WH.Out$P2 != WH.Out$P1,No,At least one entry in P1:P4 is required if there is a value entered for the practice name,AGROVOC,water harvesting,http://aims.fao.org/aos/agrovoc/c_25305,Yes,activities > management > water management > water supply > water harvesting,Camila,Recoleccion de agua,Yes,AGRO,water harvesting (rainwater harvesting),http://purl.obolibrary.org/obo/AGRO_00000589,Yes,,,,
WH.Out,,P3,No,ERA practice 3,Character,"Practices[Practice %in% c(""Water Harvesting""),Subpractice]",,"!any(WH.Out$P3  %in% WH.Out[,c(""P1"",""P2"")])",No,At least one entry in P1:P4 is required if there is a value entered for the practice name,AGROVOC,water harvesting,http://aims.fao.org/aos/agrovoc/c_25305,Yes,activities > management > water management > water supply > water harvesting,Camila,Recoleccion de agua,Yes,AGRO,water harvesting (rainwater harvesting),http://purl.obolibrary.org/obo/AGRO_00000589,Yes,,,,
WH.Out,,P4,No,ERA practice 4,Character,"Practices[Practice %in% c(""Water Harvesting""),Subpractice]",,"!any(WH.Out$P4  %in% WH.Out[,c(""P1"",""P2"",""P3"")])",No,At least one entry in P1:P4 is required if there is a value entered for the practice name,AGROVOC,water harvesting,http://aims.fao.org/aos/agrovoc/c_25305,Yes,activities > management > water management > water supply > water harvesting,Camila,Recoleccion de agua,Yes,AGRO,water harvesting (rainwater harvesting),http://purl.obolibrary.org/obo/AGRO_00000589,Yes,,,,
WH.Out,,WH.Codes,Yes,NA,Character,Concatenation of P1 to P4 fields.,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
WH.Out,,WH.Notes,No,Notes,Character,,,Free Text,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
WH.Out,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
PO.Out,,PO.Level.Name,No,Practice Name,Character,"Choose a easy to recognize name for the practice, you will use this name to reference it when building treatments later in the extraction process. Avoid using special characters.",,Free Text,None,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
PO.Out,,P1,No,ERA practice 1,Character,"Practices[Theme %in% c(""Postharvest""),Subpractice]",,NA,Yes,At least one entry in P1:P3 is required if there is a value entered for the practice name,,,,,,,,,,,,,,,,
PO.Out,,P2,No,ERA practice 2,Character,"Practices[Theme %in% c(""Postharvest""),Subpractice]",,WH.Out$P2 != WH.Out$P1,No,At least one entry in P1:P3 is required if there is a value entered for the practice name,,,,,,,,,,,,,,,,
PO.Out,,P3,No,ERA practice 3,Character,"Practices[Theme %in% c(""Postharvest""),Subpractice]",,"!any(WH.Out$P3  %in% WH.Out[,c(""P1"",""P2"")])",No,At least one entry in P1:P3 is required if there is a value entered for the practice name,,,,,,,,,,,,,,,,
PO.Out,,PO.Codes,No,NA,Character,Concatenation of P1 to P4 fields.,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
PO.Out,,PO.Notes,Yes,Notes,Character,,,Free Text,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
PO.Out,,PO.Source,No,Seed Source,Character,"If a paper about storage of crops, record the where the seeds came from if stated in the paper.",,"On-farm, Market, Unspecified",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
PO.Out,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
E.Out,,E.Level.Name,No,Practice Name,Character,"Choose a easy to recognize name for the practice, you will use this name to reference it when building treatments later in the extraction process. Avoid using special characters.",,Free Text,None,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
E.Out,,P1,No,ERA practice 1,Character,"Practices[Practice %in% c(""Water Harvesting""),Subpractice]",,NA,Yes,At least one entry in P1:P3 is required if there is a value entered for the practice name,,,,,,,,,,,,,,,,
E.Out,,P2,No,ERA practice 2,Character,"Practices[Practice %in% c(""Water Harvesting""),Subpractice]",,E.Out$P2 != E.Out$P1,No,At least one entry in P1:P3 is required if there is a value entered for the practice name,,,,,,,,,,,,,,,,
E.Out,,P3,No,ERA practice 3,Character,"Practices[Practice %in% c(""Water Harvesting""),Subpractice]",,"!any(E.Out$P3  %in% E.Out[,c(""P1"",""P2"")])",No,At least one entry in P1:P3 is required if there is a value entered for the practice name,,,,,,,,,,,,,,,,
E.Out,,E.Codes,Yes,NA,Character,Concatenation of P1 to P4 fields.,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
E.Out,,E.Notes,No,Notes,Character,,,Free Text,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
E.Out,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Animals.Out,The ERA practices present in each experimental practice,A.Level.Name,No,Practice Name,Character,"Choose a easy to recognize name for the practice, you will use this name to reference it when building treatments later in the extraction process. Avoid using special characters.",,Free Text,NA,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Animals.Out,,A.Feed.Add.1,No,Feed Addition Practice 1,Character,General type of feed being added to a diet.,,"Practices[Practice==""Feed Addition"", Subpractice]",NA,At least one practice entry is required if there is a value entered for the practice name,AGROVOC,feeds,http://aims.fao.org/aos/agrovoc/c_2843,Partial,products > feeds,,,No,ENVO,animal feed,http://purl.obolibrary.org/obo/ENVO_02000047,Partial,"Food material which can be used to meet nutritional requirements of animals, particularly livestock such as cattle, goats, sheep, horses, chickens and pigs. [ https://en.wikipedia.org/wiki/Fodder ]",,,
Animals.Out,,A.Feed.Add.2,No,Feed Addition Practice 2,Character,General type of feed being added to a diet.,,"Practices[Practice==""Feed Addition"", Subpractice]",NA,At least one practice entry is required if there is a value entered for the practice name,AGROVOC,feeds,http://aims.fao.org/aos/agrovoc/c_2843,Partial,products > feeds,,,No,ENVO,animal feed,http://purl.obolibrary.org/obo/ENVO_02000047,Partial,"Food material which can be used to meet nutritional requirements of animals, particularly livestock such as cattle, goats, sheep, horses, chickens and pigs. [ https://en.wikipedia.org/wiki/Fodder ]",,,
Animals.Out,,A.Feed.Add.3,No,Feed Addition Practice 3,Character,General type of feed being added to a diet.,,"Practices[Practice==""Feed Addition"", Subpractice]",NA,At least one practice entry is required if there is a value entered for the practice name,AGROVOC,feeds,http://aims.fao.org/aos/agrovoc/c_2843,Partial,products > feeds,,,No,ENVO,animal feed,http://purl.obolibrary.org/obo/ENVO_02000047,Partial,"Food material which can be used to meet nutritional requirements of animals, particularly livestock such as cattle, goats, sheep, horses, chickens and pigs. [ https://en.wikipedia.org/wiki/Fodder ]",,,
Animals.Out,,A.Feed.Add.C,No,Is this a feed addition control?,Character,You can use this field to specify one or more feed addition control diets.,,"Yes,No",NA,Required if any of A.Feed.Add.1:A.Feed.Add.3 contain data,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Animals.Out,,A.Feed.Sub.1,No,Feed Substitution Practice 1,Character,General type of feed being substiuted into a diet.,,"Practices[Practice==""Feed Substitution"", Subpractice]",NA,At least one practice entry is required if there is a value entered for the practice name,AGROVOC,feeds,http://aims.fao.org/aos/agrovoc/c_2843,Partial,products > feeds,,,No,ENVO,animal feed,http://purl.obolibrary.org/obo/ENVO_02000047,Partial,"Food material which can be used to meet nutritional requirements of animals, particularly livestock such as cattle, goats, sheep, horses, chickens and pigs. [ https://en.wikipedia.org/wiki/Fodder ]",,,
Animals.Out,,A.Feed.Sub.2,No,Feed Substitution Practice 2,Character,General type of feed being substiuted into a diet.,,"Practices[Practice==""Feed Substitution"", Subpractice]",NA,At least one practice entry is required if there is a value entered for the practice name,AGROVOC,feeds,http://aims.fao.org/aos/agrovoc/c_2843,Partial,products > feeds,,,No,ENVO,animal feed,http://purl.obolibrary.org/obo/ENVO_02000047,Partial,"Food material which can be used to meet nutritional requirements of animals, particularly livestock such as cattle, goats, sheep, horses, chickens and pigs. [ https://en.wikipedia.org/wiki/Fodder ]",,,
Animals.Out,,A.Feed.Sub.3,No,Feed Substitution Practice 3,Character,General type of feed being substiuted into a diet.,,"Practices[Practice==""Feed Substitution"", Subpractice]",NA,At least one practice entry is required if there is a value entered for the practice name,AGROVOC,feeds,http://aims.fao.org/aos/agrovoc/c_2843,Partial,products > feeds,,,No,ENVO,animal feed,http://purl.obolibrary.org/obo/ENVO_02000047,Partial,"Food material which can be used to meet nutritional requirements of animals, particularly livestock such as cattle, goats, sheep, horses, chickens and pigs. [ https://en.wikipedia.org/wiki/Fodder ]",,,
Animals.Out,,A.Feed.Sub.C,No,Is this a feed substitution control?,Character,You can use this field to specify one or more feed substitution control diets.,,"Yes,No",NA,Required if any of A.Feed.Sub.1:A.Feed.Sub.3 contain data,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Animals.Out,,A.Feed.Pro.1,No,Feed Processing Practice 1,Character,General type of feed processing practice.,,"Practices[Practice==""Feed Processing"", Subpractice]",NA,At least one practice entry is required if there is a value entered for the practice name,AGROVOC,"processing
feeds","http://aims.fao.org/aos/agrovoc/c_6195
http://aims.fao.org/aos/agrovoc/c_2843",Partial,"activities > processing
products > feeds",,,No/Yes,"ENVO
OBI","animal feed
material processing","http://purl.obolibrary.org/obo/ENVO_02000047
http://purl.obolibrary.org/obo/OBI_0000094",Partial,"Food material which can be used to meet nutritional requirements of animals, particularly livestock such as cattle, goats, sheep, horses, chickens and pigs. [ https://en.wikipedia.org/wiki/Fodder ]
A planned process which results in physical changes in a specified input material",,,
Animals.Out,,A.Feed.Pro.2,No,Feed Processing Practice 2,Character,General type of feed processing practice.,,"Practices[Practice==""Feed Processing"", Subpractice]",NA,At least one practice entry is required if there is a value entered for the practice name,AGROVOC,"processing
feeds","http://aims.fao.org/aos/agrovoc/c_6195
http://aims.fao.org/aos/agrovoc/c_2843",Partial,"activities > processing
products > feeds",,,No/Yes,"ENVO
OBI","animal feed
material processing","http://purl.obolibrary.org/obo/ENVO_02000047
http://purl.obolibrary.org/obo/OBI_0000094",Partial,"Food material which can be used to meet nutritional requirements of animals, particularly livestock such as cattle, goats, sheep, horses, chickens and pigs. [ https://en.wikipedia.org/wiki/Fodder ]
A planned process which results in physical changes in a specified input material",,,
Animals.Out,,A.Feed.Pro.3,No,Feed Processing Practice 3,Character,General type of feed processing practice.,,"Practices[Practice==""Feed Processing"", Subpractice]",NA,At least one practice entry is required if there is a value entered for the practice name,AGROVOC,"processing
feeds","http://aims.fao.org/aos/agrovoc/c_6195
http://aims.fao.org/aos/agrovoc/c_2843",Partial,"activities > processing
products > feeds",,,No/Yes,"ENVO
OBI","animal feed
material processing","http://purl.obolibrary.org/obo/ENVO_02000047
http://purl.obolibrary.org/obo/OBI_0000094",Partial,"Food material which can be used to meet nutritional requirements of animals, particularly livestock such as cattle, goats, sheep, horses, chickens and pigs. [ https://en.wikipedia.org/wiki/Fodder ]
A planned process which results in physical changes in a specified input material",,,
Animals.Out,,A.Manure.Man,No,Manure Management,Character,Manure mangement practice.,,"Practices[Practice==""Manure Management"", Subpractice]",NA,At least one practice entry is required if there is a value entered for the practice name,AGROVOC,manure management,http://aims.fao.org/aos/agrovoc/c_2ed1deb4,Yes,> management > resource management > waste management > agricultural waste management > manure management,,,Yes,AGRO,animal manure,http://purl.obolibrary.org/obo/AGRO_00000079,Partial,Organic matter mostly derived from animal feces which can be used as organic fertilizer in agriculture.,,,
Animals.Out,,A.Pasture.Man,No,Pasture Management,Character,Pasture mangement practice.,,"Practices[Practice==""Pasture Management"", Subpractice]",NA,At least one practice entry is required if there is a value entered for the practice name,AGROVOC,grassland management,http://aims.fao.org/aos/agrovoc/c_3364,Yes,activities > management > grassland management,Camila,Manejo de pasturas,Yes,ENVO,pasture,http://purl.obolibrary.org/obo/ENVO_00000266,No,A grassland ecosystem which is used for grazing of ungulate livestock as part of a farm or ranch.,,,
Animals.Out,,A.Aquasilvaculture,No,Aquasilviculture,Character,Is aquasilvaculture present in this practice?,,"Yes, No",NA,At least one practice entry is required if there is a value entered for the practice name,AGROVOC,,,No,,,,No,None,,,No,,,,
Animals.Out,,A.Codes,Yes,NA,Character,An automatic concatenation of all practice codes for selected practices,,Concatenation of all practice codes for selected practices,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Animals.Out,,A.Notes,No,Notes,Character,Notes regarding this practice.,,Free Text,NA,No,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Animals.Out,,A.Grazing,No,Grazing,Character,Record yes here if grazing (in the field) was part of the animal diet.,,"Yes,No",NA,At least one practice entry is required if there is a value entered for the practice name,AGROVOC,grazing systems,http://aims.fao.org/aos/agrovoc/c_3367,Yes,systems > feeding systems > grazing systems,Camila,Sistema de pastoreo,Yes,ENVO,pasture,http://purl.obolibrary.org/obo/ENVO_00000266,Partial,A grassland ecosystem which is used for grazing of ungulate livestock as part of a farm or ranch.,,,
Animals.Out,,A.Hay,No,Fed Grass/Hay,Character,Record yes here if animals in a barn or similar facility were fed hay/grass ad libitum (as much as they can eat) or similar was part of their diet.,,"Yes,No",NA,At least one practice entry is required if there is a value entered for the practice name,AGROVOC,roughage,http://aims.fao.org/aos/agrovoc/c_6670,(Yes),products > feeds > roughage,,,Yes,ENVO,hay,http://purl.obolibrary.org/obo/ENVO_00002869,Partial,"Hay is grass, legumes or other herbaceous plants that have been cut, dried, and stored for use as animal fodder, particularly for grazing livestock such as cattle, horses, goats, and sheep.",,,
Animals.Out,,B.Code,Yes,NA,Character,,,Pub.Out$B.Code,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Animals.Diet,Description of animal diet,A.Level.Name,No,Practice Name,Character,"Choose a easy to recognize name for the practice, you will use this name to reference it when building treatments later in the extraction process. Avoid using special characters.",,Animals.Out$A.Level.Name,NA,Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Animals.Diet,,D.Type,No,Diet Item Type,Character,"General type or group of ingredients. Select ""Entire Diet"" if you are recording details about the entire diet (for example the entire amount of a diet fed to an animal per day).",,Animal.Diet.Items$D.Type,If A.Level.Name is populated this field must have a value,Yes,AGROVOC,feeds,http://aims.fao.org/aos/agrovoc/c_2843,Partial,products > feeds,,,No,ENVO,animal feed,http://purl.obolibrary.org/obo/ENVO_02000047,Partial,"Food material which can be used to meet nutritional requirements of animals, particularly livestock such as cattle, goats, sheep, horses, chickens and pigs. [ https://en.wikipedia.org/wiki/Fodder ]",,,
Animals.Diet,,D.Item,No,Diet Item,Character,The name of the diet item.,,"Animal.Diet.Items[D.Type==Animal.Diet$D.Type,D.Item]",If A.Level.Name is populated this field must have a value,Yes,AGROVOC,feeds,http://aims.fao.org/aos/agrovoc/c_2843,Partial,products > feeds,,,No,ENVO,animal feed,http://purl.obolibrary.org/obo/ENVO_02000047,Partial,"Food material which can be used to meet nutritional requirements of animals, particularly livestock such as cattle, goats, sheep, horses, chickens and pigs. [ https://en.wikipedia.org/wiki/Fodder ]",,,
Animals.Diet,,D.Source,No,Source,Character,"Where did the diet material come from? Was it produced by the same farm, household or production system or was it purchased from elsewhere?",,lookup_levels$D.Source,NA,(No),NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Animals.Diet,,D.Process,No,Processing,Character,"Record any processing the diet item has undergone, typically to improve digestibility.",,D.Process$D.Process,NA,(No),AGROVOC,"processing
feeds","http://aims.fao.org/aos/agrovoc/c_6195
http://aims.fao.org/aos/agrovoc/c_2843",Partial,"activities > processing
products > feeds",,,NA,NA,NA,NA,NA,NA,NA,,
Animals.Diet,,D.Amount,No,Amount,Numeric,The amount of the item in the animal diet.,,NA,"None implemented, but possible",Yes,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Animals.Diet,,D.Ad.lib,No,Ad Libitum?,Character,"This means ""free feeding"" where the animals could eat as much they wanted. For example, an experiment might provide all the hay an animal can eat as a base practice.",,"Yes,No",NA,No,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Animals.Diet,,D.Unit.Amount,No,Unit Amount,Character,"The unit for the amount of the diet item (e.g. g/kg,kg or %, note that  kg/kg, g/kg, %, etc. do not require time or animal units as it is assumed that they are a proportion or percentage of the total diet).",,lookup_levels$D.Unit.Amount,If A.Level.Name is populated this field must have a value,Yes,AGROVOC,,,No,,,,Yes,IAO,measurement unit label,http://purl.obolibrary.org/obo/IAO_0000003,(Yes),A measurement unit label is as a label that is part of a scalar measurement datum and denotes a unit of measure.,,,
Animals.Diet,,D.Unit.Time,No,Unit Time,Character,"Please specifiy the time component of the unit of measurement, preferably in days. If you cannot use days then please enter ""Other"" and describe in the Notes section. For example, you would fill this field if diet constitutents are described as 15 kg/day",,lookup_levels$D.Unit.Time,NA,(No),AGROVOC,,,No,,,,Yes,IAO,measurement unit label,http://purl.obolibrary.org/obo/IAO_0000003,(Yes),A measurement unit label is as a label that is part of a scalar measurement datum and denotes a unit of measure.,,,
Animals.Diet,,D.Unit.Animals,No,Unit Animals,Character,"The number (e.g, 15) or grouping of animals (e.g., herd) that the diet unit is relevant to. If this field is left blank we will assume it is per one individual.",,lookup_levels$D.Unit.Animals,If A.Level.Name is populated this field must have a value,(No),AGROVOC,,,No,,,,Yes,IAO,measurement unit label,http://purl.obolibrary.org/obo/IAO_0000003,(Yes),A measurement unit label is as a label that is part of a scalar measurement datum and denotes a unit of measure.,,,
Animals.Diet,FIELD NOT REQUIRED,D.New.Item,Yes,FIELD NOT REQUIRED,Character,If the diet item is not our existing database then it is flagged,,"Yes,No",NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,
Animals.Diet,,D.Item.Group,No,Diet Group,Character,"This field allows diet ingredients to be grouped which is useful for reporting digestibility or nutrititional content data.  For example, a there could be a concentrated feed (CF) part of a broader diet that also contains hay and tree fodders. CF contains several ingredients but crude protein is only for reported the ""concentrated feed"" so we create a group for CF and associate this group of ingredients with the crude protein variable.",,,,,,,,,,,,,,,,,,,,
